InternalName;FormName;BattlerEnemyY;EggMoves;id;Name;GrowthRate;Rareness;HiddenAbility;EffortPoints;RegionalNumbers;WildItemUncommon;Compatibility;Kind;BattlerAltitude;StepsToHatch;BattlerPlayerY;Incense;GenderRate;Evolutions;Pokedex;BaseEXP;WildItemCommon;Abilities;Habitat;Weight;Color;BaseStats;Height;Shape;Moves;Type1;WildItemRare;Happiness;Type2
GIGALITH;;20;;526;Gigalith;Parabolic;45;SANDFORCE;0,3,0,0,0,0;;HARDSTONE;Mineral;Compressed;0;4080;0;;0.5;;The solar energy absorbed by its body's orange crystals is magnified internally and fired from its mouth.;227;EVERSTONE;STURDY;;260.0;Blue;85,135,130,25,60,70;1.7;10;1,TACKLE,1,HARDEN,1,SANDATTACK,1,HEADBUTT,4,HARDEN,7,SANDATTACK,10,HEADBUTT,14,ROCKBLAST,17,MUDSLAP,20,IRONDEFENSE,23,SMACKDOWN,25,POWERGEM,30,ROCKSLIDE,36,STEALTHROCK,42,SANDSTORM,48,STONEEDGE,55,EXPLOSION;ROCK;;70;
WOOBAT;;35;CHARM,FAKETEARS,FLATTER,HELPINGHAND,KNOCKOFF,ROOST,STOREDPOWER,SUPERSONIC,SYNCHRONOISE;527;Woobat;Medium;190;SIMPLE;0,0,0,1,0,0;;;Flying,Field;Bat;19;4080;0;;0.5;SWOOBAT,Happiness,;Suction from its nostrils enables it to stick to cave walls during sleep. It leaves a heart-shaped mark behind.;63;;UNAWARE,KLUTZ;;2.1;Blue;55,45,43,72,55,43;0.4;9;1,CONFUSION,4,ODORSLEUTH,8,GUST,12,ASSURANCE,15,HEARTSTAMP,19,IMPRISON,21,AIRCUTTER,25,ATTRACT,29,AMNESIA,29,CALMMIND,32,AIRSLASH,36,FUTURESIGHT,41,PSYCHIC,47,ENDEAVOR;PSYCHIC;;70;FLYING
SWOOBAT;;28;;528;Swoobat;Medium;45;SIMPLE;0,0,0,2,0,0;;;Flying,Field;Courting;18;4080;0;;0.5;;Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.;149;;UNAWARE,KLUTZ;;10.5;Blue;67,57,55,114,77,55;0.9;9;1,CONFUSION,1,ODORSLEUTH,1,GUST,1,ASSURANCE,4,ODORSLEUTH,8,GUST,12,ASSURANCE,15,HEARTSTAMP,19,IMPRISON,21,AIRCUTTER,25,ATTRACT,29,AMNESIA,29,CALMMIND,32,AIRSLASH,36,FUTURESIGHT,41,PSYCHIC,47,ENDEAVOR;PSYCHIC;;70;FLYING
DRILBUR;;26;CRUSHCLAW,EARTHPOWER,IRONDEFENSE,METALSOUND,RAPIDSPIN,ROCKCLIMB,SKULLBASH,SUBMISSION;529;Drilbur;Medium;120;MOLDBREAKER;0,1,0,0,0,0;;;Field;Mole;0;5355;0;;0.5;EXCADRILL,Level,31;It makes its way swiftly through the soil by putting both claws together and rotating at high speed.;66;;SANDRUSH,SANDFORCE;;8.5;Gray;60,85,40,68,30,45;0.3;6;1,SCRATCH,1,MUDSPORT,5,RAPIDSPIN,8,MUDSLAP,12,FURYSWIPES,15,METALCLAW,19,DIG,22,HONECLAWS,26,SLASH,29,ROCKSLIDE,33,EARTHQUAKE,36,SWORDSDANCE,40,SANDSTORM,43,DRILLRUN,47,FISSURE;GROUND;;70;
EXCADRILL;;24;;530;Excadrill;Medium;60;MOLDBREAKER;0,2,0,0,0,0;;;Field;Subterrene;0;5355;0;;0.5;;More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.;178;;SANDRUSH,SANDFORCE;;40.4;Gray;110,135,60,88,50,65;0.7;12;1,SCRATCH,1,MUDSPORT,1,RAPIDSPIN,1,MUDSLAP,5,RAPIDSPIN,8,MUDSLAP,12,FURYSWIPES,15,METALCLAW,19,DIG,22,HONECLAWS,26,SLASH,29,ROCKSLIDE,31,HORNDRILL,36,EARTHQUAKE,42,SWORDSDANCE,49,SANDSTORM,55,DRILLRUN,62,FISSURE;GROUND;;70;STEEL
AUDINO;;29;AMNESIA,BESTOW,ENCORE,HEALBELL,HEALINGWISH,LUCKYCHANT,SLEEPTALK,SWEETKISS,WISH,YAWN;531;Audino;Fast;255;KLUTZ;2,0,0,0,0,0;;SITRUSBERRY;Fairy;Hearing;0;5355;0;;0.5;;Its auditory sense is astounding. It has a radar-like ability to understand its surrounding through slight sounds.;134;ORANBERRY;HEALER,REGENERATOR;;31.0;Pink;103,60,86,50,60,86;1.1;6;1,POUND,1,GROWL,1,HELPINGHAND,5,REFRESH,10,DOUBLESLAP,15,ATTRACT,20,SECRETPOWER,25,ENTRAINMENT,30,TAKEDOWN,35,HEALPULSE,40,AFTERYOU,45,SIMPLEBEAM,50,DOUBLEEDGE,55,LASTRESORT;NORMAL;;70;
TIMBURR;;31;COMETPUNCH,COUNTER,DETECT,DRAINPUNCH,ENDURE,FORCEPALM,FORESIGHT,MACHPUNCH,REVERSAL,SMELLINGSALTS,WIDEGUARD;532;Timburr;Parabolic;180;IRONFIST;0,1,0,0,0,0;;;Humanlike;Muscular;0;5355;0;;0.25;GURDURR,Level,25;These Pokemon appear at building sites and help out with construction. They always carry squared logs.;61;;GUTS,SHEERFORCE;;12.5;Gray;75,80,55,35,25,35;0.6;12;1,POUND,1,LEER,4,FOCUSENERGY,8,BIDE,12,LOWKICK,16,ROCKTHROW,20,WAKEUPSLAP,24,CHIPAWAY,28,BULKUP,31,ROCKSLIDE,34,DYNAMICPUNCH,37,SCARYFACE,40,HAMMERARM,43,STONEEDGE,46,FOCUSPUNCH,49,SUPERPOWER;FIGHTING;;70;
GURDURR;;27;;533;Gurdurr;Parabolic;90;IRONFIST;0,2,0,0,0,0;;;Humanlike;Muscular;0;5355;0;;0.25;CONKELDURR,Trade,;They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends.;142;;GUTS,SHEERFORCE;;40.0;Gray;85,105,85,40,40,50;1.2;12;1,POUND,1,LEER,1,FOCUSENERGY,1,BIDE,4,FOCUSENERGY,8,BIDE,12,LOWKICK,16,ROCKTHROW,20,WAKEUPSLAP,24,CHIPAWAY,29,BULKUP,33,ROCKSLIDE,37,DYNAMICPUNCH,41,SCARYFACE,45,HAMMERARM,49,STONEEDGE,53,FOCUSPUNCH,57,SUPERPOWER;FIGHTING;;70;
CONKELDURR;;23;;534;Conkeldurr;Parabolic;45;IRONFIST;0,3,0,0,0,0;;;Humanlike;Muscular;0;5355;0;;0.25;;They use concrete pillars as walking canes. They know moves that enable them to swing the pillars freely in battle.;227;;GUTS,SHEERFORCE;;87.0;Brown;105,140,95,45,55,65;1.4;12;1,POUND,1,LEER,1,FOCUSENERGY,1,BIDE,4,FOCUSENERGY,8,BIDE,12,LOWKICK,16,ROCKTHROW,20,WAKEUPSLAP,24,CHIPAWAY,29,BULKUP,33,ROCKSLIDE,37,DYNAMICPUNCH,41,SCARYFACE,45,HAMMERARM,49,STONEEDGE,53,FOCUSPUNCH,57,SUPERPOWER;FIGHTING;;70;
TYMPOLE;;35;EARTHPOWER,MIST,MUDBOMB,MUDSPORT,REFRESH,SLEEPTALK,SNORE,WATERPULSE;535;Tympole;Parabolic;255;WATERABSORB;0,0,0,1,0,0;;;Water1;Tadpole;10;5355;0;;0.5;PALPITOAD,Level,25;By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.;59;PERSIMBERRY;SWIFTSWIM,HYDRATION;;4.5;Blue;50,50,40,64,50,40;0.5;3;1,BUBBLE,1,GROWL,5,SUPERSONIC,9,ROUND,12,BUBBLEBEAM,16,MUDSHOT,20,AQUARING,23,UPROAR,27,MUDDYWATER,31,RAINDANCE,34,FLAIL,38,ECHOEDVOICE,42,HYDROPUMP,45,HYPERVOICE;WATER;;70;
PALPITOAD;;27;;536;Palpitoad;Parabolic;120;WATERABSORB;2,0,0,0,0,0;;;Water1;Vibration;0;5355;0;;0.5;SEISMITOAD,Level,36;It lives in the water and on land. It uses its long, sticky tongue to capture prey.;134;PERSIMBERRY;SWIFTSWIM,HYDRATION;;17.0;Blue;75,65,55,69,65,55;0.8;6;1,BUBBLE,1,GROWL,1,SUPERSONIC,1,ROUND,5,SUPERSONIC,9,ROUND,12,BUBBLEBEAM,16,MUDSHOT,20,AQUARING,23,UPROAR,28,MUDDYWATER,33,RAINDANCE,37,FLAIL,42,ECHOEDVOICE,47,HYDROPUMP,51,HYPERVOICE;WATER;;70;GROUND
SEISMITOAD;;18;;537;Seismitoad;Parabolic;45;WATERABSORB;3,0,0,0,0,0;;;Water1;Vibration;0;5355;0;;0.5;;It increases the power of its punches by vibrating the bumps on its fists. It can turn a boulder to rubble with one punch.;225;PERSIMBERRY;SWIFTSWIM,POISONTOUCH;;62.0;Blue;105,85,75,74,85,75;1.5;12;1,BUBBLE,1,GROWL,1,SUPERSONIC,1,ROUND,5,SUPERSONIC,9,ROUND,12,BUBBLEBEAM,16,MUDSHOT,20,AQUARING,23,UPROAR,28,MUDDYWATER,33,RAINDANCE,36,ACID,39,FLAIL,44,DRAINPUNCH,49,ECHOEDVOICE,53,HYDROPUMP,59,HYPERVOICE;WATER;;70;GROUND
THROH;;28;;538;Throh;Medium;45;MOLDBREAKER;2,0,0,0,0,0;;BLACKBELT;Humanlike;Judo;0;5355;0;;0;;When they encounter foes bigger than themselves, they try to throw them. They always travel in packs of five.;163;;GUTS,INNERFOCUS;;55.5;Red;120,100,85,45,30,85;1.3;12;1,BIND,1,LEER,5,BIDE,9,FOCUSENERGY,13,SEISMICTOSS,17,VITALTHROW,21,REVENGE,25,STORMTHROW,29,BODYSLAM,33,BULKUP,37,CIRCLETHROW,41,ENDURE,45,WIDEGUARD,49,SUPERPOWER,53,REVERSAL;FIGHTING;BLACKBELT;70;
SAWK;;24;;539;Sawk;Medium;45;MOLDBREAKER;0,2,0,0,0,0;;BLACKBELT;Humanlike;Karate;0;5355;0;;0;;Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.;163;;STURDY,INNERFOCUS;;51.0;Blue;75,125,75,85,30,75;1.4;12;1,ROCKSMASH,1,LEER,5,BIDE,9,FOCUSENERGY,13,DOUBLEKICK,17,LOWSWEEP,21,COUNTER,25,KARATECHOP,29,BRICKBREAK,33,BULKUP,37,RETALIATE,41,ENDURE,45,QUICKGUARD,49,CLOSECOMBAT,53,REVERSAL;FIGHTING;BLACKBELT;70;
SEWADDLE;;33;AGILITY,AIRSLASH,BATONPASS,CAMOUFLAGE,MEFIRST,MINDREADER,RAZORWIND,SCREECH,SILVERWIND;540;Sewaddle;Parabolic;255;OVERCOAT;0,0,1,0,0,0;;MENTALHERB;Bug;Sewing;0;4080;0;;0.5;SWADLOON,Level,20;This Pokemon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.;62;;SWARM,CHLOROPHYLL;;2.5;Yellow;45,53,70,42,40,60;0.3;14;1,TACKLE,1,STRINGSHOT,8,BUGBITE,15,RAZORLEAF,22,STRUGGLEBUG,29,ENDURE,36,BUGBUZZ,43,FLAIL;BUG;;70;GRASS
SWADLOON;;34;;541;Swadloon;Parabolic;120;OVERCOAT;0,0,2,0,0,0;;MENTALHERB;Bug;Leaf-Wrapped;0;4080;0;;0.5;LEAVANNY,Happiness,;It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.;133;;LEAFGUARD,CHLOROPHYLL;;7.3;Green;55,63,90,42,50,80;0.5;4;1,GRASSWHISTLE,1,TACKLE,1,STRINGSHOT,1,BUGBITE,1,RAZORLEAF,20,PROTECT;BUG;;70;GRASS
LEAVANNY;;9;;542;Leavanny;Parabolic;45;OVERCOAT;0,3,0,0,0,0;;MENTALHERB;Bug;Nurturing;0;4080;0;;0.5;;It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.;221;;SWARM,CHLOROPHYLL;;20.5;Yellow;75,103,80,92,70,70;1.2;12;1,FALSESWIPE,1,TACKLE,1,STRINGSHOT,1,BUGBITE,1,RAZORLEAF,8,BUGBITE,15,RAZORLEAF,22,STRUGGLEBUG,29,SLASH,32,HELPINGHAND,36,LEAFBLADE,39,XSCISSOR,43,ENTRAINMENT,46,SWORDSDANCE,50,LEAFSTORM;BUG;;70;GRASS
VENIPEDE;;36;PINMISSILE,ROCKCLIMB,SPIKES,TAKEDOWN,TOXICSPIKES,TWINEEDLE;543;Venipede;Parabolic;255;QUICKFEET;0,0,1,0,0,0;;POISONBARB;Bug;Centipede;0;4080;0;;0.5;WHIRLIPEDE,Level,22;It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggresive.;52;PECHABERRY;POISONPOINT,SWARM;;5.3;Red;30,45,59,57,30,39;0.4;14;1,DEFENSECURL,1,ROLLOUT,5,POISONSTING,8,SCREECH,12,PURSUIT,15,PROTECT,19,POISONTAIL,22,BUGBITE,26,VENOSHOCK,29,AGILITY,33,STEAMROLLER,36,TOXIC,40,ROCKCLIMB,43,DOUBLEEDGE;BUG;;70;POISON
WHIRLIPEDE;;31;;544;Whirlipede;Parabolic;120;QUICKFEET;0,0,2,0,0,0;;POISONBARB;Bug;Curlipede;0;4080;0;;0.5;SCOLIPEDE,Level,30;It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.;126;PECHABERRY;POISONPOINT,SWARM;;58.5;Gray;40,55,99,47,40,79;1.2;1;1,DEFENSECURL,1,ROLLOUT,1,POISONSTING,1,SCREECH,5,POISONSTING,8,SCREECH,12,PURSUIT,15,PROTECT,19,POISONTAIL,22,IRONDEFENSE,23,BUGBITE,28,VENOSHOCK,32,AGILITY,37,STEAMROLLER,41,TOXIC,46,ROCKCLIMB,50,DOUBLEEDGE;BUG;;70;POISON
SCOLIPEDE;;12;;545;Scolipede;Parabolic;45;QUICKFEET;0,0,0,3,0,0;;POISONBARB;Bug;Megapede;0;5355;0;;0.5;;Highly aggressive, it uses the claws near its neck to dig into its opponents and poison them.;214;PECHABERRY;POISONPOINT,SWARM;;200.5;Red;60,90,89,112,55,69;2.5;14;1,MEGAHORN,1,DEFENSECURL,1,ROLLOUT,1,POISONSTING,1,SCREECH,5,POISONSTING,8,SCREECH,12,PURSUIT,15,PROTECT,19,POISONTAIL,23,BUGBITE,28,VENOSHOCK,30,BATONPASS,33,AGILITY,39,STEAMROLLER,44,TOXIC,50,ROCKCLIMB,55,DOUBLEEDGE;BUG;;70;POISON
COTTONEE;;38;BEATUP,ENCORE,FAKETEARS,GRASSWHISTLE,MEMENTO,NATURALGIFT,SWITCHEROO,TICKLE,WORRYSEED;546;Cottonee;Medium;190;CHLOROPHYLL;0,0,0,1,0,0;;;Fairy,Grass;Cotton Puff;16;5355;0;;0.5;WHIMSICOTT,Item,SUNSTONE;They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees.;56;;PRANKSTER,INFILTRATOR;;0.6;Green;40,27,60,66,37,50;0.3;1;1,ABSORB,4,GROWTH,8,LEECHSEED,10,STUNSPORE,13,MEGADRAIN,17,COTTONSPORE,19,RAZORLEAF,22,POISONPOWDER,26,GIGADRAIN,28,CHARM,31,HELPINGHAND,35,ENERGYBALL,37,COTTONGUARD,40,SUNNYDAY,44,ENDEAVOR,46,SOLARBEAM;GRASS;;70;
WHIMSICOTT;;25;;547;Whimsicott;Medium;75;CHLOROPHYLL;0,0,0,2,0,0;;;Fairy,Grass;Windveiled;0;5355;0;;0.5;;Riding whirlwinds, they appear. These Pokemon sneak through gaps into houses and cause all sorts of mischief.;168;;PRANKSTER,INFILTRATOR;;6.6;Green;60,67,85,116,77,75;0.7;12;1,GROWTH,1,LEECHSEED,1,MEGADRAIN,1,COTTONSPORE,10,GUST,28,TAILWIND,46,HURRICANE;GRASS;;70;
PETILIL;;30;BIDE,CHARM,ENDURE,GRASSWHISTLE,HEALINGWISH,INGRAIN,NATURALGIFT,SWEETSCENT,WORRYSEED;548;Petilil;Medium;190;LEAFGUARD;0,0,0,0,1,0;;;Grass;Bulb;14;5355;0;;1;LILLIGANT,Item,SUNSTONE;Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.;56;;CHLOROPHYLL,OWNTEMPO;;6.6;Green;45,35,50,30,70,50;0.5;5;1,ABSORB,4,GROWTH,8,LEECHSEED,10,SLEEPPOWDER,13,MEGADRAIN,17,SYNTHESIS,19,MAGICALLEAF,22,STUNSPORE,26,GIGADRAIN,28,AROMATHERAPY,31,HELPINGHAND,35,ENERGYBALL,37,ENTRAINMENT,40,SUNNYDAY,44,AFTERYOU,46,LEAFSTORM;GRASS;;70;
LILLIGANT;;19;;549;Lilligant;Medium;75;LEAFGUARD;0,0,0,0,2,0;;;Grass;Flowering;0;5355;0;;1;;The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it.;168;;CHLOROPHYLL,OWNTEMPO;;16.3;Green;70,60,75,90,110,75;1.1;5;1,GROWTH,1,LEECHSEED,1,MEGADRAIN,1,SYNTHESIS,10,TEETERDANCE,28,QUIVERDANCE,46,PETALDANCE;GRASS;;70;
BASCULIN;Red-Striped;32;AGILITY,BRINE,BUBBLEBEAM,MUDSHOT,MUDDYWATER,RAGE,REVENGE,SWIFT,WHIRLPOOL;550;Basculin;Medium;25;MOLDBREAKER;0,0,0,2,0,0;;DEEPSEATOOTH;Water2;Hostile;7;10455;0;;0.5;;Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's schooL.;161;;RECKLESS,ADAPTABILITY;;18.0;Green;70,92,65,98,80,55;1.0;3;1,TACKLE,1,WATERGUN,4,UPROAR,7,HEADBUTT,10,BITE,13,AQUAJET,16,CHIPAWAY,20,TAKEDOWN,24,CRUNCH,28,AQUATAIL,32,SOAK,36,DOUBLEEDGE,41,SCARYFACE,46,FLAIL,51,FINALGAMBIT,56,THRASH;WATER;;70;
SANDILE;;39;BEATUP,COUNTER,DOUBLEEDGE,FIREFANG,FOCUSENERGY,MEANLOOK,PURSUIT,ROCKCLIMB,THUNDERFANG,UPROAR;551;Sandile;Parabolic;180;ANGERPOINT;0,1,0,0,0,0;;;Field;Desert Croc;0;5355;0;;0.5;KROKOROK,Level,29;It moves along below the sand's surface, except for its nose and eyes. A dark membrane shields its eyes from the sun.;58;;INTIMIDATE,MOXIE;;15.2;Brown;50,72,35,65,35,35;0.7;8;1,LEER,1,RAGE,4,BITE,7,SANDATTACK,10,TORMENT,13,SANDTOMB,16,ASSURANCE,19,MUDSLAP,22,EMBARGO,25,SWAGGER,28,CRUNCH,31,DIG,34,SCARYFACE,37,FOULPLAY,40,SANDSTORM,43,EARTHQUAKE,46,THRASH;GROUND;;70;DARK
KROKOROK;;21;;552;Krokorok;Parabolic;90;ANGERPOINT;0,2,0,0,0,0;;;Field;Desert Croc;0;5355;0;;0.5;KROOKODILE,Level,40;The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings, even in darkness.;123;;INTIMIDATE,MOXIE;;33.4;Brown;60,82,45,74,45,45;1.0;8;1,LEER,1,RAGE,1,BITE,1,SANDATTACK,4,BITE,7,SANDATTACK,10,TORMENT,13,SANDTOMB,16,ASSURANCE,19,MUDSLAP,22,EMBARGO,25,SWAGGER,28,CRUNCH,32,DIG,36,SCARYFACE,40,FOULPLAY,44,SANDSTORM,48,EARTHQUAKE,52,THRASH;GROUND;;70;DARK
KROOKODILE;;15;;553;Krookodile;Parabolic;45;ANGERPOINT;0,3,0,0,0,0;;;Field;Intimidation;0;5355;0;;0.5;;It can expand the focus of its eyes, enabling it to see objects in the far distance as if it were using binoculars.;229;;INTIMIDATE,MOXIE;;96.3;Red;95,117,70,92,65,70;1.5;6;1,LEER,1,RAGE,1,BITE,1,SANDATTACK,4,BITE,7,SANDATTACK,10,TORMENT,13,SANDTOMB,16,ASSURANCE,19,MUDSLAP,22,EMBARGO,25,SWAGGER,28,CRUNCH,32,DIG,36,SCARYFACE,42,FOULPLAY,48,SANDSTORM,54,EARTHQUAKE,60,OUTRAGE;GROUND;;70;DARK
DARUMAKA;;34;ENCORE,ENDURE,FLAMEWHEEL,FOCUSENERGY,FOCUSPUNCH,HAMMERARM,SLEEPTALK,TAKEDOWN,YAWN;554;Darumaka;Parabolic;120;INNERFOCUS;0,1,0,0,0,0;;;Field;Zen Charm;0;5355;0;;0.5;DARMANITAN,Level,35;Darumaka's droppings are hot, so people used to put them in their clothes to keep themselves warm.;63;RAWSTBERRY;HUSTLE;;37.5;Red;70,90,45,50,15,45;0.6;12;1,TACKLE,3,ROLLOUT,6,INCINERATE,9,RAGE,11,FIREFANG,14,HEADBUTT,17,UPROAR,19,FACADE,22,FIREPUNCH,25,WORKUP,27,THRASH,30,BELLYDRUM,33,FLAREBLITZ,35,TAUNT,39,SUPERPOWER,42,OVERHEAT;FIRE;;70;
DARMANITAN;Standard Mode;26;;555;Darmanitan;Parabolic;60;ZENMODE;0,2,0,0,0,0;;;Field;Blazing;0;5355;0;;0.5;;When weakened in battle, it transforms into a stone statue. Then it sharpens its mind and fights on mentally.;168;RAWSTBERRY;SHEERFORCE;;92.9;Red;105,140,55,95,30,55;1.3;8;1,TACKLE,1,ROLLOUT,1,INCINERATE,1,RAGE,3,ROLLOUT,6,INCINERATE,9,RAGE,11,FIREFANG,14,HEADBUTT,17,SWAGGER,19,FACADE,22,FIREPUNCH,25,WORKUP,27,THRASH,30,BELLYDRUM,33,FLAREBLITZ,35,HAMMERARM,39,TAUNT,47,SUPERPOWER,54,OVERHEAT;FIRE;;70;
MARACTUS;;15;BOUNCE,BULLETSEED,GRASSWHISTLE,LEECHSEED,SEEDBOMB,SPIKES,WOODHAMMER,WORRYSEED;556;Maractus;Medium;255;STORMDRAIN;0,0,0,0,2,0;;MIRACLESEED;Grass;Cactus;0;5355;0;;0.5;;Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.;161;;WATERABSORB,CHLOROPHYLL;;28.0;Green;75,86,67,60,106,67;1.0;5;1,PECK,1,ABSORB,3,SWEETSCENT,6,GROWTH,10,PINMISSILE,13,MEGADRAIN,15,SYNTHESIS,18,COTTONSPORE,22,NEEDLEARM,26,GIGADRAIN,29,ACUPRESSURE,33,INGRAIN,38,PETALDANCE,42,SUCKERPUNCH,45,SUNNYDAY,50,SOLARBEAM,55,COTTONGUARD,57,AFTERYOU;GRASS;;70;
DWEBBLE;;36;BLOCK,COUNTER,CURSE,ENDURE,IRONDEFENSE,NIGHTSLASH,SANDTOMB,SPIKES;557;Dwebble;Medium;190;WEAKARMOR;0,0,1,0,0,0;;HARDSTONE;Bug,Mineral;Rock Inn;0;5355;0;;0.5;CRUSTLE,Level,34;It makes a hole in a suitable rock. If that rock breaks, the Pokemon remains agitated until it locates a replacement.;65;;STURDY,SHELLARMOR;;14.5;Red;50,65,85,55,35,35;0.3;14;1,FURYCUTTER,5,ROCKBLAST,7,WITHDRAW,11,SANDATTACK,13,FEINTATTACK,17,SMACKDOWN,19,ROCKPOLISH,23,BUGBITE,24,STEALTHROCK,29,ROCKSLIDE,31,SLASH,35,XSCISSOR,37,SHELLSMASH,41,FLAIL,43,ROCKWRECKER;BUG;RAREBONE;70;ROCK
CRUSTLE;;23;;558;Crustle;Medium;75;WEAKARMOR;0,0,2,0,0,0;;HARDSTONE;Bug,Mineral;Stone Home;0;5355;0;;0.5;;It possesses legs of enormous strength, enabling it to carry heavy slabs for many days, even when crossing arid land.;166;;STURDY,SHELLARMOR;;200.0;Red;70,95,125,45,65,75;1.4;14;1,SHELLSMASH,1,ROCKBLAST,1,WITHDRAW,1,SANDATTACK,5,ROCKBLAST,7,WITHDRAW,11,SANDATTACK,13,FEINTATTACK,17,SMACKDOWN,19,ROCKPOLISH,23,BUGBITE,24,STEALTHROCK,29,ROCKSLIDE,31,SLASH,38,XSCISSOR,43,SHELLSMASH,50,FLAIL,55,ROCKWRECKER;BUG;RAREBONE;70;ROCK
SCRAGGY;;30;AMNESIA,COUNTER,DETECT,DRAGONDANCE,DRAINPUNCH,FEINTATTACK,FAKEOUT,FIREPUNCH,ICEPUNCH,THUNDERPUNCH,ZENHEADBUTT;559;Scraggy;Medium;180;INTIMIDATE;0,1,0,0,0,0;;SHEDSHELL;Field,Dragon;Shedding;0;4080;0;;0.5;SCRAFTY,Level,39;It immediately headbutts anyone that makes eye contact with it. Its skull is massively thick.;70;;SHEDSKIN,MOXIE;;11.8;Yellow;50,75,70,48,35,70;0.6;6;1,LEER,1,LOWKICK,5,SANDATTACK,9,FEINTATTACK,12,HEADBUTT,16,SWAGGER,20,BRICKBREAK,23,PAYBACK,27,CHIPAWAY,31,HIGHJUMPKICK,34,SCARYFACE,38,CRUNCH,42,FACADE,45,ROCKCLIMB,49,FOCUSPUNCH,53,HEADSMASH;DARK;;35;FIGHTING
SCRAFTY;;21;;560;Scrafty;Medium;90;INTIMIDATE;0,0,1,0,0,1;;SHEDSHELL;Field,Dragon;Hoodlum;0;4080;0;;0.5;;It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.;171;;SHEDSKIN,MOXIE;;30.0;Red;65,90,115,58,45,115;1.1;6;1,LEER,1,LOWKICK,1,SANDATTACK,1,FEINTATTACK,5,SANDATTACK,9,FEINTATTACK,12,HEADBUTT,16,SWAGGER,20,BRICKBREAK,23,PAYBACK,27,CHIPAWAY,31,HIGHJUMPKICK,34,SCARYFACE,38,CRUNCH,45,FACADE,51,ROCKCLIMB,58,FOCUSPUNCH,65,HEADSMASH;DARK;;70;FIGHTING
SIGILYPH;;7;ANCIENTPOWER,PSYCHOSHIFT,ROOST,SKILLSWAP,STEELWING,STOREDPOWER;561;Sigilyph;Medium;45;TINTEDLENS;0,0,0,0,2,0;;;Flying;Avianoid;3;5355;0;;0.5;;The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory.;172;;WONDERSKIN,MAGICGUARD;;14.0;Black;72,58,80,97,103,80;1.4;9;1,GUST,1,MIRACLEEYE,4,HYPNOSIS,8,PSYWAVE,11,TAILWIND,14,WHIRLWIND,18,PSYBEAM,21,AIRCUTTER,24,LIGHTSCREEN,28,REFLECT,31,SYNCHRONOISE,34,MIRRORMOVE,38,GRAVITY,41,AIRSLASH,44,PSYCHIC,48,COSMICPOWER,51,SKYATTACK;PSYCHIC;;70;FLYING
YAMASK;;34;DISABLE,ENDURE,FAKETEARS,HEALBLOCK,IMPRISON,MEMENTO,NASTYPLOT,NIGHTMARE;562;Yamask;Medium;190;;0,0,1,0,0,0;;SPELLTAG;Mineral,Amorphous;Spirit;14;6630;0;;0.5;COFAGRIGUS,Level,34;These Pokemon arose from the spirits of people interred in graves in past ages. Each retains memories of its former life.;61;;MUMMY;;1.5;Black;38,30,85,30,55,65;0.5;4;1,ASTONISH,1,PROTECT,5,DISABLE,9,HAZE,13,NIGHTSHADE,17,HEX,21,WILLOWISP,25,OMINOUSWIND,29,CURSE,33,POWERSPLIT,33,GUARDSPLIT,37,SHADOWBALL,41,GRUDGE,45,MEANLOOK,49,DESTINYBOND;GHOST;;70;
COFAGRIGUS;;14;;563;Cofagrigus;Medium;90;;0,0,2,0,0,0;;SPELLTAG;Mineral,Amorphous;Coffin;9;6630;0;;0.5;;They pretend to be elaborate coffins to teach lessons to grave robbers. Their bodies are covered in pure gold.;169;;MUMMY;;76.5;Yellow;58,50,145,30,95,105;1.7;5;1,ASTONISH,1,PROTECT,1,DISABLE,1,HAZE,5,DISABLE,9,HAZE,13,NIGHTSHADE,17,HEX,21,WILLOWISP,25,OMINOUSWIND,29,CURSE,33,POWERSPLIT,33,GUARDSPLIT,34,SCARYFACE,39,SHADOWBALL,45,GRUDGE,51,MEANLOOK,57,DESTINYBOND;GHOST;;70;
